episode,step,agent_type,mode,state,crash,agent_0_pos,agent_0_action,agent_1_pos,agent_1_action,agent_2_pos,agent_2_action,agent_3_pos,agent_3_action,agent_0_reward,agent_1_reward,agent_2_reward,agent_3_reward
60,5,wolf,pure,"(1, 0, 2, 2)",False,1,0,0,0,2,1,2,0,-0.5,-0.5,0.0,0.0
60,6,wolf,pure,"(1, 0, 2, 2)",False,1,0,0,1,2,1,2,1,-0.5,0.0,0.0,0.0
60,7,wolf,pure,"(1, 1, 2, 2)",False,1,1,1,1,2,0,2,0,20.0,20.0,0.0,0.0
61,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
61,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
61,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
61,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
61,4,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
61,5,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
61,6,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
61,7,wolf,pure,"(1, 0, 0, 0)",False,1,1,0,1,0,1,0,0,20.0,-100.0,-100.0,-0.5
62,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
62,1,wolf,pure,"(0, 1, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,-0.5,-0.5
62,2,wolf,pure,"(0, 2, 0, 0)",False,0,1,2,0,0,0,0,1,-100.0,0.0,-0.5,-100.0
63,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,1,-0.5,-100.0,-0.5,-100.0
64,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
64,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
64,2,wolf,pure,"(0, 1, 0, 0)",False,0,1,1,1,0,1,0,0,-100.0,20.0,-100.0,-0.5
65,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
65,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
65,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
65,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
65,4,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
65,5,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,1,0,0,-0.5,-100.0,-100.0,-0.5
66,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
66,1,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,1,1,1,0,1,-0.5,-100.0,20.0,-100.0
67,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
67,1,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,1,-0.5,-0.5,20.0,0.0
67,2,wolf,pure,"(0, 0, 2, 1)",False,0,1,0,1,2,0,1,0,-100.0,-100.0,0.0,-200.5
68,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
68,1,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,1,1,1,0,0,-0.5,0.0,20.0,-0.5
68,2,wolf,pure,"(0, 1, 2, 0)",False,0,0,1,0,2,0,0,1,-0.5,-100.5,0.0,-100.0
69,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
69,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
69,2,wolf,pure,"(0, 1, 0, 0)",False,0,0,1,1,0,1,0,0,-0.5,20.0,0.0,-0.5
69,3,wolf,pure,"(0, 2, 1, 0)",False,0,0,2,0,1,0,0,0,-0.5,0.0,-0.5,-0.5
69,4,wolf,pure,"(0, 2, 1, 0)",False,0,0,2,1,1,1,0,0,-0.5,0.0,20.0,-0.5
69,5,wolf,pure,"(0, 2, 2, 0)",False,0,1,2,0,2,0,0,1,-100.0,0.0,0.0,-100.0
70,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
70,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
70,2,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,1,0,0,-100.0,-0.5,-100.0,-0.5
71,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
71,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
71,2,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,1,0,0,1,0,-0.5,-100.0,-0.5,-100.5
72,0,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
72,1,wolf,pure,"(1, 0, 0, 0)",False,1,0,0,1,0,1,0,0,-100.5,-100.0,-200.0,-0.5
73,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
73,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
73,2,wolf,pure,"(0, 1, 0, 0)",False,0,1,1,1,0,0,0,1,-100.0,20.0,-0.5,-100.0
74,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
74,1,wolf,pure,"(0, 0, 0, 1)",False,0,1,0,0,0,1,1,1,-100.0,-0.5,-100.0,20.0
75,0,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,1,-100.0,-0.5,-0.5,-100.0
76,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
76,1,wolf,pure,"(0, 0, 0, 1)",False,0,1,0,0,0,0,1,1,0.0,-0.5,-0.5,20.0
76,2,wolf,pure,"(1, 0, 0, 2)",False,1,1,0,0,0,1,2,0,20.0,-0.5,0.0,0.0
76,3,wolf,pure,"(2, 0, 1, 2)",False,2,0,0,1,1,1,2,1,0.0,0.0,20.0,0.0
76,4,wolf,pure,"(2, 1, 2, 2)",False,2,0,1,1,2,0,2,1,0.0,20.0,0.0,0.0
77,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
77,1,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,1,0,0,1,0,-0.5,-100.0,-0.5,-100.5
78,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
78,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
78,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
78,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
78,4,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
78,5,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,0,-0.5,-0.5,20.0,-0.5
78,6,wolf,pure,"(0, 0, 2, 0)",False,0,1,0,1,2,1,0,1,-100.0,-100.0,0.0,-200.0
79,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
79,1,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,0,-0.5,-0.5,20.0,-0.5
79,2,wolf,pure,"(0, 0, 2, 0)",False,0,1,0,0,2,0,0,0,0.0,-0.5,0.0,-0.5
79,3,wolf,pure,"(1, 0, 2, 0)",False,1,1,0,0,2,0,0,1,20.0,-0.5,0.0,0.0
79,4,wolf,pure,"(2, 0, 2, 1)",False,2,1,0,0,2,0,1,0,0.0,-0.5,0.0,-0.5
79,5,wolf,pure,"(2, 0, 2, 1)",False,2,1,0,0,2,1,1,0,0.0,-0.5,0.0,-0.5
79,6,wolf,pure,"(2, 0, 2, 1)",False,2,0,0,1,2,0,1,1,0.0,0.0,0.0,20.0
79,7,wolf,pure,"(2, 1, 2, 2)",False,2,0,1,1,2,0,2,0,0.0,20.0,0.0,0.0
80,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
80,1,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
80,2,wolf,pure,"(0, 0, 0, 2)",False,0,1,0,0,0,0,2,0,0.0,-0.5,-0.5,0.0
80,3,wolf,pure,"(1, 0, 0, 2)",False,1,0,0,0,0,1,2,0,-100.5,-0.5,-100.0,0.0
81,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
81,1,wolf,pure,"(0, 0, 0, 1)",False,0,1,0,1,0,1,1,1,-100.0,-100.0,-200.0,20.0
82,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
82,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
82,2,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
82,3,wolf,pure,"(1, 0, 0, 0)",False,1,1,0,1,0,0,0,0,20.0,0.0,-0.5,-0.5
82,4,wolf,pure,"(2, 1, 0, 0)",False,2,1,1,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
82,5,wolf,pure,"(2, 1, 0, 0)",False,2,1,1,1,0,0,0,0,0.0,20.0,-0.5,-0.5
82,6,wolf,pure,"(2, 2, 0, 0)",False,2,0,2,0,0,0,0,1,0.0,0.0,-0.5,0.0
82,7,wolf,pure,"(2, 2, 0, 1)",False,2,1,2,0,0,0,1,1,0.0,0.0,-0.5,20.0
82,8,wolf,pure,"(2, 2, 0, 2)",False,2,0,2,0,0,1,2,1,0.0,0.0,0.0,0.0
82,9,wolf,pure,"(2, 2, 1, 2)",False,2,0,2,1,1,1,2,0,0.0,0.0,20.0,0.0
83,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
83,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
83,2,wolf,pure,"(0, 1, 0, 0)",False,0,0,1,0,0,1,0,1,-0.5,-200.5,-100.0,-100.0
84,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
84,1,wolf,pure,"(0, 1, 0, 0)",False,0,0,1,1,0,1,0,0,-0.5,20.0,0.0,-0.5
84,2,wolf,pure,"(0, 2, 1, 0)",False,0,0,2,0,1,1,0,0,-0.5,0.0,20.0,-0.5
84,3,wolf,pure,"(0, 2, 2, 0)",False,0,0,2,1,2,1,0,1,-0.5,0.0,0.0,0.0
84,4,wolf,pure,"(0, 2, 2, 1)",False,0,1,2,0,2,0,1,0,-100.0,0.0,0.0,-100.5
85,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
85,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
85,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
85,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
85,4,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
85,5,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,1,-0.5,-0.5,20.0,0.0
85,6,wolf,pure,"(0, 0, 2, 1)",False,0,1,0,0,2,1,1,1,0.0,-0.5,0.0,20.0
85,7,wolf,pure,"(1, 0, 2, 2)",False,1,1,0,1,2,1,2,0,20.0,0.0,0.0,0.0
85,8,wolf,pure,"(2, 1, 2, 2)",False,2,0,1,0,2,0,2,0,0.0,-0.5,0.0,0.0
85,9,wolf,pure,"(2, 1, 2, 2)",False,2,1,1,1,2,0,2,0,0.0,20.0,0.0,0.0
86,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
86,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
86,2,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
86,3,wolf,pure,"(1, 0, 0, 0)",False,1,1,0,1,0,0,0,1,20.0,-100.0,-0.5,-100.0
87,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
87,1,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,0,0,0,-0.5,-0.5,-0.5,-0.5
87,2,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,0,-0.5,-0.5,20.0,-0.5
87,3,wolf,pure,"(0, 0, 2, 0)",False,0,1,0,0,2,0,0,0,0.0,-0.5,0.0,-0.5
87,4,wolf,pure,"(1, 0, 2, 0)",False,1,1,0,1,2,0,0,0,20.0,0.0,0.0,-0.5
87,5,wolf,pure,"(2, 1, 2, 0)",False,2,1,1,0,2,0,0,1,0.0,-100.5,0.0,-100.0
88,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
88,1,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,0,-0.5,-0.5,20.0,-0.5
88,2,wolf,pure,"(0, 0, 2, 0)",False,0,0,0,0,2,0,0,0,-0.5,-0.5,0.0,-0.5
88,3,wolf,pure,"(0, 0, 2, 0)",False,0,0,0,0,2,0,0,1,-0.5,-0.5,0.0,0.0
88,4,wolf,pure,"(0, 0, 2, 1)",False,0,1,0,0,2,0,1,1,0.0,-0.5,0.0,20.0
88,5,wolf,pure,"(1, 0, 2, 2)",False,1,1,0,1,2,0,2,1,20.0,0.0,0.0,0.0
88,6,wolf,pure,"(2, 1, 2, 2)",False,2,0,1,1,2,0,2,0,0.0,20.0,0.0,0.0
89,0,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
89,1,wolf,pure,"(1, 0, 0, 0)",False,1,1,0,1,0,0,0,0,20.0,0.0,-0.5,-0.5
89,2,wolf,pure,"(2, 1, 0, 0)",False,2,1,1,1,0,0,0,1,0.0,20.0,-0.5,0.0
89,3,wolf,pure,"(2, 2, 0, 1)",False,2,1,2,0,0,1,1,1,0.0,0.0,0.0,20.0
89,4,wolf,pure,"(2, 2, 1, 2)",False,2,0,2,1,1,0,2,1,0.0,0.0,-0.5,0.0
89,5,wolf,pure,"(2, 2, 1, 2)",False,2,0,2,0,1,0,2,1,0.0,0.0,-0.5,0.0
89,6,wolf,pure,"(2, 2, 1, 2)",False,2,0,2,0,1,1,2,0,0.0,0.0,20.0,0.0
90,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
90,1,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,0,0,0,-0.5,-0.5,-0.5,-0.5
90,2,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,0,-0.5,-0.5,20.0,-0.5
90,3,wolf,pure,"(0, 0, 2, 0)",False,0,0,0,0,2,0,0,1,-0.5,-0.5,0.0,0.0
90,4,wolf,pure,"(0, 0, 2, 1)",False,0,1,0,0,2,0,1,0,-100.0,-0.5,0.0,-100.5
91,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
91,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
91,2,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,1,-100.0,-0.5,-0.5,-100.0
92,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
92,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
92,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
92,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
92,4,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
92,5,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
92,6,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
92,7,wolf,pure,"(1, 0, 0, 0)",False,1,1,0,1,0,0,0,0,20.0,0.0,-0.5,-0.5
92,8,wolf,pure,"(2, 1, 0, 0)",False,2,1,1,1,0,0,0,1,0.0,20.0,-0.5,0.0
92,9,wolf,pure,"(2, 2, 0, 1)",False,2,0,2,0,0,0,1,1,0.0,0.0,-0.5,20.0
92,10,wolf,pure,"(2, 2, 0, 2)",False,2,0,2,1,0,0,2,0,0.0,0.0,-0.5,0.0
92,11,wolf,pure,"(2, 2, 0, 2)",False,2,1,2,1,0,0,2,0,0.0,0.0,-0.5,0.0
93,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
93,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
93,2,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,1,0,0,0,0,0.0,0.0,-0.5,-0.5
93,3,wolf,pure,"(1, 1, 0, 0)",False,1,1,1,1,0,1,0,1,20.0,20.0,0.0,0.0
93,4,wolf,pure,"(2, 2, 1, 1)",False,2,0,2,0,1,1,1,0,0.0,0.0,20.0,-0.5
93,5,wolf,pure,"(2, 2, 2, 1)",False,2,0,2,1,2,0,1,1,0.0,0.0,0.0,20.0
94,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
94,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
94,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
94,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
94,4,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,0,-0.5,-0.5,20.0,-0.5
94,5,wolf,pure,"(0, 0, 2, 0)",False,0,0,0,1,2,0,0,0,-0.5,0.0,0.0,-0.5
94,6,wolf,pure,"(0, 1, 2, 0)",False,0,1,1,1,2,0,0,1,-100.0,20.0,0.0,-100.0
95,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
95,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
95,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
95,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
95,4,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
95,5,wolf,pure,"(0, 1, 0, 0)",False,0,0,1,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
95,6,wolf,pure,"(0, 1, 0, 0)",False,0,1,1,1,0,0,0,0,0.0,20.0,-0.5,-0.5
95,7,wolf,pure,"(1, 2, 0, 0)",False,1,1,2,0,0,1,0,0,20.0,0.0,0.0,-0.5
95,8,wolf,pure,"(2, 2, 1, 0)",False,2,1,2,0,1,1,0,0,0.0,0.0,20.0,-0.5
95,9,wolf,pure,"(2, 2, 2, 0)",False,2,1,2,1,2,0,0,0,0.0,0.0,0.0,-0.5
95,10,wolf,pure,"(2, 2, 2, 0)",False,2,0,2,1,2,0,0,1,0.0,0.0,0.0,0.0
95,11,wolf,pure,"(2, 2, 2, 1)",False,2,0,2,0,2,0,1,0,0.0,0.0,0.0,-0.5
96,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
96,1,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
96,2,wolf,pure,"(0, 0, 0, 2)",False,0,1,0,0,0,0,2,1,0.0,-0.5,-0.5,0.0
96,3,wolf,pure,"(1, 0, 0, 2)",False,1,0,0,1,0,0,2,0,-0.5,0.0,-0.5,0.0
96,4,wolf,pure,"(1, 1, 0, 2)",False,1,0,1,1,0,1,2,0,-100.5,20.0,-100.0,0.0
97,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
97,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
97,2,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,1,0,0,1,1,-0.5,0.0,-0.5,20.0
97,3,wolf,pure,"(0, 1, 0, 2)",False,0,1,1,0,0,1,2,0,-100.0,-100.5,-200.0,0.0
98,0,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
98,1,wolf,pure,"(1, 0, 0, 0)",False,1,1,0,0,0,0,0,1,20.0,-0.5,-0.5,0.0
98,2,wolf,pure,"(2, 0, 0, 1)",False,2,0,0,1,0,1,1,1,0.0,-100.0,-100.0,20.0
99,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
99,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
99,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
99,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,1,-0.5,-0.5,0.0,0.0
99,4,wolf,pure,"(0, 0, 1, 1)",False,0,1,0,0,1,0,1,1,-100.0,-0.5,-100.5,20.0
100,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
100,1,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,0,-0.5,-0.5,20.0,-0.5
100,2,wolf,pure,"(0, 0, 2, 0)",False,0,1,0,1,2,0,0,0,0.0,0.0,0.0,-0.5
100,3,wolf,pure,"(1, 1, 2, 0)",False,1,0,1,0,2,1,0,1,-100.5,-100.5,0.0,-200.0
101,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
101,1,wolf,pure,"(0, 1, 0, 0)",False,0,1,1,0,0,1,0,0,-100.0,-100.5,-200.0,-0.5
102,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
102,1,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,0,-0.5,-0.5,20.0,-0.5
102,2,wolf,pure,"(0, 0, 2, 0)",False,0,1,0,0,2,0,0,0,0.0,-0.5,0.0,-0.5
102,3,wolf,pure,"(1, 0, 2, 0)",False,1,1,0,1,2,1,0,1,20.0,-100.0,0.0,-100.0
103,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
103,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,1,-0.5,-0.5,0.0,0.0
103,2,wolf,pure,"(0, 0, 1, 1)",False,0,0,0,0,1,0,1,0,-0.5,-0.5,-0.5,-0.5
103,3,wolf,pure,"(0, 0, 1, 1)",False,0,1,0,1,1,1,1,1,0.0,0.0,20.0,20.0
103,4,wolf,pure,"(1, 1, 2, 2)",False,1,0,1,0,2,0,2,0,-0.5,-0.5,0.0,0.0
103,5,wolf,pure,"(1, 1, 2, 2)",False,1,0,1,0,2,0,2,0,-0.5,-0.5,0.0,0.0
103,6,wolf,pure,"(1, 1, 2, 2)",False,1,0,1,0,2,0,2,0,-0.5,-0.5,0.0,0.0
103,7,wolf,pure,"(1, 1, 2, 2)",False,1,1,1,1,2,0,2,0,20.0,20.0,0.0,0.0
104,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
104,1,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,1,1,1,0,0,-0.5,0.0,20.0,-0.5
104,2,wolf,pure,"(0, 1, 2, 0)",False,0,1,1,1,2,1,0,0,0.0,20.0,0.0,-0.5
104,3,wolf,pure,"(1, 2, 2, 0)",False,1,0,2,0,2,0,0,1,-100.5,0.0,0.0,-100.0
105,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
105,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
105,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
105,3,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
105,4,wolf,pure,"(0, 0, 0, 2)",False,0,1,0,1,0,1,2,0,-100.0,-100.0,-200.0,0.0
106,0,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,1,0,1,-200.0,-0.5,-100.0,-100.0
107,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
107,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
107,2,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,0,-0.5,-0.5,20.0,-0.5
